prompt_text,inferred_speaker
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Let me first see how he behaves,"" said she; ""it will then be early enough for expectation.""  She sat intently at work, striving to be composed, and without daring to lift up her eyes, till anxious curiosity carried them to the face of her sister, as the servant was approaching the door. Jane looked a little paler than usual, but more sedate than Elizabeth had expected. On the gentlemen's appearing, her colour increased; yet she received them with tolerable ease, and with a propriety of behaviour equally free from any symptom of resentment, or any unnecessary complaisance.  Elizabeth said as little to either as civility would allow, and sat down again to her work, with an eagerness which it did not often command. She had ventured only one glance at Darcy. He looked serious as usual; and she thought, more as he had been used to look in Hertfordshire, than as she had seen him at Pemberley. But, perhaps he could not in her mother's presence be what he was before her uncle and aunt. It was a painful, but not an improbable, conjecture.  Bingley, she had likewise seen for an instant, and in that short period saw him looking both pleased and embarrassed. He was received by Mrs. Bennet with a degree of civility, which made her two daughters ashamed, especially when contrasted with the cold and ceremonious politeness of her curtsey and address to his friend.  Elizabeth particularly, who knew that her mother owed to the latter the preservation of her favourite daughter from irremediable infamy, was hurt and distressed to a most painful degree by a distinction so ill applied.  Darcy, after enquiring of her how Mr. and Mrs. Gardiner did, a question which she could not answer without confusion, said scarcely any thing. He was not seated by her; perhaps that was the reason of his silence; but it had not been so in Derbyshire. There he had talked to her friends, when he could not to herself. But now several minutes elapsed, without bringing the sound of his voice; and when occasionally, unable to resist the impulse of curiosity, she raised her eyes to his face, she as often found him looking at Jane, as at herself, and frequently on no object but the ground. More thoughtfulness, and less anxiety to please than when they last met, were plainly expressed. She was disappointed, and angry with herself for being so.  ""Could I expect it to be otherwise!"" said she. ""Yet why did he come?""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.", 
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""It is a long time, Mr. Bingley, since you went away,""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.", Thank you!
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""I began to be afraid you would never come back again. People _did_ say, you meant to quit the place entirely at Michaelmas; but, however, I hope it is not true. A great many changes have happened in the neighbourhood, since you went away. Miss Lucas is married and settled. And one of my own daughters. I suppose you have heard of it; indeed, you must have seen it in the papers. It was in the Times and the Courier, I know; though it was not put in as it ought to be. It was only said, '

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.","

Who said: ""I began to be afraid you would never come back again.""?"
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
' without there being a syllable said of her father, or the place where she lived, or any thing. It was my brother Gardiner's drawing up too, and I wonder how he came to make such an awkward business of it. Did you see it?""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""It is a delightful thing, to be sure, to have a daughter well married,"" continued her mother, ""but at the same time, Mr. Bingley, it is very hard to have her taken such a way from me. They are gone down to Newcastle, a place quite northward, it seems, and there they are to stay, I do not know how long. His regiment is there; for I suppose you have heard of his leaving the ----shire, and of his being gone into the regulars. Thank Heaven! he has _some_ friends, though perhaps not so many as he deserves.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.","

Answer: Mrs. Bennet"
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""When you have killed all your own birds, Mr. Bingley,"" said her mother, ""I beg you will come here, and shoot as many as you please, on Mr. Bennet's manor. I am sure he will be vastly happy to oblige you, and will save all the best of the covies for you.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.","

Answer:
Mrs. Bennet"
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""The first wish of my heart,"" said she to herself, ""is never more to be in company with either of them. Their society can afford no pleasure, that will atone for such wretchedness as this! Let me never see either one or the other again!""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.", Thank you!
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""You are quite a visit in my debt, Mr. Bingley,"" she added, ""for when you went to town last winter, you promised to take a family dinner with us, as soon as you returned. I have not forgot, you see; and I assure you, I was very much disappointed that you did not come back and keep your engagement.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Why, if he came only to be silent, grave, and indifferent,"" said she, ""did he come at all?""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""He could be still amiable, still pleasing, to my uncle and aunt, when he was in town; and why not to me? If he fears me, why come hither? If he no longer cares for me, why silent? Teazing, teazing, man! I will think no more about him.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Now,"" said she, ""that this first meeting is over, I feel perfectly easy. I know my own strength, and I shall never be embarrassed again by his coming. I am glad he dines here on Tuesday. It will then be publicly seen, that on both sides, we meet only as common and indifferent acquaintance.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.","

Thank you!"
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Yes, very indifferent indeed,"" said Elizabeth, laughingly. ""Oh, Jane, take care.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""My dear Lizzy, you cannot think me so weak, as to be in danger now.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""I think you are in very great danger of making him as much in love with you as ever.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.", Thank you!
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""If he does not come to me, _then_,"" said she, ""I shall give him up for ever.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""A man who has once been refused! How could I ever be foolish enough to expect a renewal of his love? Is there one among the sex, who would not protest against such a weakness as a second proposal to the same woman? There is no indignity so abhorrent to their feelings!""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Is your sister at Pemberley still?""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Yes, she will remain there till Christmas.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.","

Thank you!"
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""And quite alone? Have all her friends left her?""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.", Thank you!
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Mrs. Annesley is with her. The others have been gone on to Scarborough, these three weeks.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Well girls,"" said she, as soon as they were left to themselves, ""What say you to the day? I think every thing has passed off uncommonly well, I assure you. The dinner was as well dressed as any I ever saw. The venison was roasted to a turn--and everybody said, they never saw so fat a haunch. The soup was fifty times better than what we had at the Lucas's last week; and even Mr. Darcy acknowledged, that the partridges were remarkably well done; and I suppose he has two or three French cooks at least. And, my dear Jane, I never saw you look in greater beauty. Mrs. Long said so too, for I asked her whether you did not. And what do you think she said besides? 'Ah! Mrs. Bennet, we shall have her at Netherfield at last.' She did indeed. I do think Mrs. Long is as good a creature as ever lived--and her nieces are very pretty behaved girls, and not at all handsome: I like them prodigiously.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.","

Answer:
Elizabeth Bennet"
